company_name,guinumber,tel,companyaddress,responsibleperson,registerstyle,permitstatus,rreplan,permitnumber,permitdate
神域生命有限公司,54703029,0918291555,新北市三重區長榮路11號,陳嘉盈,本市,營運中,否,北府民殯字第1033450725號,103年03月03日
宜臨企業社,02398033,0936165230,新北市板橋區龍泉街82巷14弄13之1號,劉君玲,本市,營運中,否,新北府民殯字第1043478452號,104年12月08日
十辰人本有限公司,54708875,0982978963,新北市三重區中央南路90巷7號,蔡耀明,本市,營運中,否,北府民殯字第1033451080號,103年03月27日
萬居禮儀鮮花店,20012237,02-22657230,新北市土城區延吉街282號2樓,郭惠珠,本市,營運中,否,北府民殯字第1033451398號,103年03月27日
明福生命事業有限公司,54713504,02-22036789,新北市板橋區南興路36號1樓,宋雲葰,本市,營運中,否,北府民殯字第1033451341號,103年04月07日
慈慧心生命禮儀社,02130795,0988631441,新北市新莊區瓊林路98之5號6樓,黃鈺婷,本市,營運中,否,北府民殯字第1033452006號,103年05月06日
芸昇生命禮儀企業社,41052614,無,新北市三重區重安街75巷2號4樓,連卉芸,本市,營運中,否,北府民殯字第1033452180號,103年05月12日
輝龍國際生命禮儀有限公司,54722074,0961122876,新北市新莊區八德街138巷1號3樓,劉庭妤,本市,營運中,否,北府民殯字第1033452656號,103年05月15日
誼脩生命禮儀有限公司,54726374,02-22898695,新北市蘆洲區三民路26巷43弄6號,李詠晴,本市,營運中,否,北府民殯字第1033452439號,103年05月16日
心好生命禮儀有限公司,54723159,02-28581915,新北市淡水區民族路65巷26號5樓,游增耀,本市,營運中,否,北府民殯字第1033452823號,103年05月15日
沁誠生命事業有限公司,54726254,02-29110138,新北市新店區北新路1段153號2樓,林文卿,本市,營運中,否,北府民殯字第1033453182號,103年06月04日
"世昕禮儀服務社 ",26524143,02-29845731,新北市蘆洲區長安街68巷11號2樓,陳世雄,本市,營運中,否,北府民殯字第1033452928號,103年06月05日
享龍生命禮儀有限公司,54730980,0911203510,新北市樹林區西圳街1段165巷12號,鄭宇宸,本市,營運中,否,北府民殯字第1033454098號,103年06月24日
宏鼎生命完美終章有限公司,54733425,0916786746,新北市深坑區翠谷街34巷15號,黃永鈞,本市,營運中,否,北府民殯字第1033454190號,103年07月04日
法門實業有限公司,53434928,0933868086,新北市三重區大同北路79號3樓,"許清淵 ",本市,營運中,否,新北府民殯字第1084530330號,108年02月26日
明座有限公司,24691320,02-89698269,新北市板橋區南雅西路2段200號1樓,林佑學,本市,營運中,否,北府民殯字第1033455880號,103年08月21日
御用禮品行,41073701,02-26087823,新北市林口區仁愛路1段272巷54號3樓,盧淑貞,本市,營運中,否,北府民殯字第1033455378號,103年09月01日
皇翼生命禮儀有限公司,24697844,02-22069882,新北市新莊區中正路421巷9號,楊旭榮,本市,營運中,否,北府民殯字第1033456150號,103年09月24日
欣緣禮儀社,41077988,02-89883736,新北市三重區仁愛街262號2樓,葉孟怡,本市,營運中,否,北府民殯字第1033455971號,103年09月24日
玄尚生命禮儀有限公司,24699300,02-82923314,新北市板橋區新海路431巷10號1樓,鄭翠茵,本市,營運中,否,北府民殯字第1033456378號,103年09月29日
蓮安生命禮儀社,41081907,0930189050,新北市板橋區忠孝路38巷8號5樓,何岷璋,本市,營運中,否,北府民殯字第1033456954號,103年10月17日
正安生命禮儀有限公司,24754083,0955613867,新北市板橋區中山路2段505巷35號3樓,陳書玄,本市,營運中,否,新北府民殯字第1053469056號,105年11月18日
鐵林企業社,41086332,0928224496,新北市新莊區中平路188號6樓,葉慶章,本市,營運中,否,北府民殯字第1033457780號,103年11月13日
宜祥生命禮儀企業社,41087830,0922997963,新北市蘆洲區永平街32巷57弄32號5樓,黃雯祺,本市,營運中,否,北府民殯字第1033458455號,103年11月20日
禪淨生命禮儀有限公司,24712985,0971239578,新北市五股區自強路64號2樓,陳驊鈺,本市,營運中,否,北府民殯字第1033458554號,103年11月20日
聖禮生命事業有限公司,24734849,02-29439584,新北市中和區忠孝街2巷14弄15號4樓,劉存禎,本市,營運中,否,北府民殯字第1033458663號,103年12月15日
觀欣禮儀有限公司,24724547,0935524436,新北市板橋區民族路170巷16之4號,郭啟宏,本市,營運中,否,新北府民殯字第1033459591號,104年01月20日
即品人本有限公司,54692233,0913031203,新北市板橋區長江路2段280之1號1樓,張紹維,本市,營運中,否,新北府民殯字第1033459855號,104年02月16日
御騰人本禮儀有限公司,24730885,02-22574440,"新北市板橋區新海路424之1號  ",翁耀堂,本市,營運中,否,新北府民殯字第1043470563號,104年03月06日
幸福文化實業社,41378719,02-22874096；02-22871258,新北市三芝區陳厝坑61之8號(2樓),吳宛玲,本市,營運中,否,新北府民殯字第1043472953號,104年05月19日
宏遠禮儀社,41368183,02-29675878,新北市板橋區民族路247巷14號1樓,蔡明利,本市,營運中,否,新北府民殯字第1043470700號,104年03月06日
紘慈生命禮儀有限公司,24731548,02-86720929,新北市三峽區永安街9巷38號2樓,蘇正良,本市,營運中,否,新北府民殯字第1033459382號,104年02月04日
慧心禮儀社,41369303,02-22027225,新北市新莊區四維路203巷8號,蔡家慧,本市,營運中,否,新北府民殯字第1043470964號,104年03月25日
九六生命禮儀有限公司,24729888,02-22588616,新北市板橋區新海路460號4樓,杜瑞明,本市,營運中,否,新北府民殯字第1043470165號,104年02月17日
民品生命事業有限公司,54833228,02-22559333,新北市板橋區長江路2段262號,余筱薇,本市,營運中,否,新北府民殯字第1043471340號,104年04月02日
天貴禮儀有限公司,54833584,0928643892,新北市樹林區太平路150巷6號4樓,蔡承憲,本市,營運中,否,新北府民殯字第1043471419號,104年04月02日
上品蓮企業有限公司,24735426,02-82582977,新北市板橋區長江路1段96號,駱怡如,本市,營運中,否,新北府民殯字第1043472610號,104年05月12日
吉祥禮儀社,41379631,0933136909,新北市泰山區貴子路9巷6之1號3樓,王敏村,本市,營運中,否,新北府民殯字第1043473018號,104年05月21日
約書亞禮儀社,41380790,0932847212,新北市五股區御史路2巷10號,陳柏村,本市,營運中,否,新北府民殯字第1043473148號,104年05月27日
永恆生命事業股份有限公司,54856018,03-4604000,新北市板橋區長江路1段57號1樓,李振寬,本市,營運中,是,新北府民殯字第1043474132號,104年06月18日
江振源號,34183648,0963277357,新北市板橋區大東街19號1樓,江昭德,本市,營運中,否,新北府民殯字第1043473983號,104年06月30日
永記傳妙壇禮儀有限公司,54854736,02-26812410,新北市樹林區保安2街40巷5號4樓,劉啟安,本市,營運中,否,新北府民殯字第1043474473號,104年06月30日
皇邑生命科技有限公司,54855355,0916836444,新北市板橋區大觀路2段3巷9之3號,范秉甫,本市,營運中,否,新北府民殯字第1043474445號,104年07月14日
萬眾人本生命事業有限公司,54862216,02-25171225,新北市板橋區新海路420號1樓,吳雨璇,本市,營運中,是,新北府民殯字第1073687152號,107年10月08日
龍威企業有限公司,54865733,0935347551,新北市樹林區中正路81號5樓,徐富剛,本市,營運中,否,新北府民殯字第1043475533號,104年08月07日
松林生命禮儀社,41398742,02-29911775,新北市新莊區民安西路88巷5弄58號3樓,葉秋月,本市,營運中,否,新北府民殯字第1043476041號,104年09月02日
普照事業有限公司,54870784,0921145757,新北市板橋區新海路454號1樓,李振銘,本市,營運中,否,新北府民殯字第1043475756號,104年09月03日
心荷國際有限公司,54868865,0939800097,新北市三重區龍濱路96號,吳燕怡,本市,營運中,否,新北府民殯字第1043475755號,104年09月03日
辰暘國際開發有限公司,54872621,02-29653368,新北市板橋區新海路450之2號,吳毅峰,本市,營運中,否,新北府民殯字第1043475818號,104年09月25日
翔安禮儀服務社,41404478,02-29438787,新北市板橋區四川路一段23號9樓之1,呂俊傑,本市,營運中,否,新北府民殯字第1043476832號,104年10月08日
真福生命禮儀社,42196147,0989855515,新北市板橋區大觀路2段37巷218之2號3樓,李金玲,本市,營運中,否,新北府民殯字第1043478809號,104年12月24日
聖云圓滿人生工作室,42199496,0913909312,新北市新莊區新莊路493巷4弄34號2樓,郭英鋒,本市,營運中,否,新北府民殯字第1043479612號,105年01月14日
立願葬儀禮品社,42229935,0912255118,新北市泰山區明志路2段232巷7號14樓,林煒傑,本市,營運中,否,新北府民殯字第1043479823號,105年02月01日
"祥禾事業有限公司 ",42710221,0977115577,新北市三重區永福里7鄰三信路196號2樓,盧俊男,本市,營運中,否,新北府民殯字第1043479916號,105年02月01日
重德禮儀社,42235922,02-26721839,新北市三峽區民族街5巷18號,林俊賢,本市,營運中,否,新北府民殯字第1053461026號,105年03月18日
鵬恩禮儀有限公司,42859588,02-25856685,新北市中和區工專路88號10樓,陳薏安,本市,營運中,否,新北府民殯字第1063688598號,106年12月20日
誠恩生命科技有限公司,45902975,02-82858060,新北市蘆洲區仁愛街62巷22號3樓,曾鈺婷,本市,營運中,否,新北府民殯字第1053461522號,105年03月28日
天璽生命禮儀有限公司,46342509,0935976234,新北市中和區中原5街22號3樓,陳璽年,本市,營運中,否,新北府民殯字第1053462300號,105年04月25日
振德生命禮儀有限公司,43799201,0932191344,新北市板橋區新海路442號,許修德,本市,營運中,否,新北府民殯字第1063683798號,106年10月16日
緣圓殯儀禮品社,42256355,02-22509957,新北市板橋區新海路420之1號,洪晢烜,本市,營運中,否,新北府民殯字第1053463943號,105年06月23日
隆安生命禮儀有限公司,47090208,0800050085,新北市新店區中華路47巷2弄2號4樓,陳進成,本市,營運中,否,新北府民殯字第1053464984號,105年07月14日
福運禮儀社,47971049,02-89835043,新北市三重區三民街300巷8弄14號1樓,林大為,本市,營運中,否,新北府民殯字第1053464983號,105年07月14日
大山生命禮儀有限公司,80317867,02-26815435,新北市板橋區滿平街104號,邱睦翔,本市,營運中,否,新北府民殯字第1053466271號,105年08月11日
星辰生命事業有限公司,65643300,02-22850387,新北市蘆洲區民義街40號,鄭印欽,本市,營運中,否,新北府民殯字第1053467049號,105年09月09日
"芯銨禮儀有限公司 ",47026614,0930755051,新北市蘆洲區長安街68巷11號2樓,詹怡萍,本市,營運中,否,"新北府民殯字第1053466646號 ",105年09月06日
祐德禮儀企業社,47987648,02-22933400,新北市五股區凌雲路1段134巷6號,葉奕晴,本市,營運中,否,新北府民殯字第1053467294號,105年10月07日
慶祥生命禮儀有限公司,66264565,"0981108234  ",新北市汐止區福德1路152號7樓,林儒謙,本市,營運中,否,新北府民殯字第1053467586號,105年10月24日
萬德福生命事業有限公司,66306474,0936900317,新北市林口區中正路72號1樓,謝淑君,本市,營運中,否,新北府民殯字第1053468666號,105年11月17日
惜福禮儀有限公司,66415120,0921818625,新北市土城區中正路31巷1號1樓,林明慧,本市,營運中,否,新北府民殯字第1053470116號,105年12月29日
合發禮儀社,50659628,0937463330,新北市三芝區中山路2段53號,華財發,本市,營運中,否,新北府民殯字第1053470616號,106年01月13日
合群葬儀社,01342379,0910109795,新北市淡水區大忠街113巷21號11樓之4,王寶秀,本市,營運中,否,新北府民殯字第1053471304號,106年01月23日
德緣生命禮儀企業社,50650210,02-89412984,新北市新店區明山路2巷9號3樓,林素翎,本市,營運中,否,新北府民殯字第1053468665號,105年11月18日
人和圓滿有限公司,65904000,02-29980093,新北市新莊區中港路310號10樓,吳勃翰,本市,營運中,否,新北府民殯字第1053470428號,105年12月29日
全省藝術企業有限公司,34480339,0975585311,新北市板橋區館前西路145號6樓,葉正昌,本市,營運中,否,新北府民殯字第1053471302號,106年01月23日
昌譽國際禮儀有限公司,66512805,0955100938,新北市板橋區新海路460號4樓,姚鈞庭,本市,營運中,否,新北府民殯字第1063681027號,106年03月06日
亞景禮儀社,50667872,0937843578,新北市板橋區漢生東路73巷7之7號,曾祥景,本市,營運中,否,新北府民殯字第1063680684號,106年03月06日
禪心妙境有限公司,66505918,0938790907,新北市新莊區豐年街124巷27號2樓,謝鑫妃,本市,營運中,否,新北府民殯字第1053471308號,106年02月20日
一心寺有限公司,66499042,0937141145,新北市萬里區萬里加投93號1樓,林志祥,本市,營運中,否,"新北府民殯字第1053471300號 ",106年02月20日
康寧國際禮儀有限公司,66527103,0926887287,新北市三芝區三芝區忠孝街177號5樓,鄭鉫瀠,本市,營運中,否,新北府民殯字第1063681333號,106年03月16日
恩得生命禮儀有限公司,66533436,0911070077,新北市樹林區太順街84號2樓,王博麟,本市,營運中,否,新北府民殯字第1063681252號,106年03月22日
圓滿喜樂生命科技有限公司,66441513,0966566668,"新北市中和區景平路763號10樓之4 ","陳俊宏 ",本市,營運中,否,新北府民殯字第1053470715號,105年12月30日
圓滿平安生命科技禮儀社,50659789,0966566667,"新北市中和區景平路763號10樓之4 ",蘇蓮蓉,本市,營運中,否,新北府民殯字第1053470722號,106年01月13日
舞天有限公司,66535526,0955662758,新北市中和區國光街109巷2弄9之3號,賴容黎,本市,營運中,否,新北府民殯字第1063681042號,106年03月16日
華藏生命事業有限公司,66594030,02-25818819,新北市中和區景新街338號12樓,蕭雅婷,本市,營運中,否,"新北府民殯字第1063682275號 ",106年05月08日
百亨禮儀企業社,72650087,0930952486,新北市板橋區僑中1街102巷7弄13之4號,羅秋麗,本市,營運中,否,新北府民殯字第1063682368號,106年05月16日
"天境人文精緻禮儀有限公司 ",66611039,0935673766,新北市新店區安民街190巷7號5樓,林湘茹,本市,營運中,否,新北府民殯字第1063682489號,106年06月02日
"西方緣國際有限公司 ",66510898,0920792128,新北市蘆洲區水湳街399之6號9樓,"郭彥輝 ",本市,營運中,否,新北府民殯字第1063680166號,106年02月20日
理天生命禮儀有限公司,66622562,"0936888907 ",新北市三重區重新路1段84號2樓,王鈺麟,本市,營運中,否,新北府民殯字第1063680685號,106年03月16日
"妙湛禮儀有限公司 ",66625322,0922749289,新北市汐止區民權街2段97巷2號2樓,"蘇志明 ",本市,營運中,否,新北府民殯字第1063683784號,106年06月23日
"阿美師姊禮儀社 ",72652732,02-29765977,新北市三重區文化北路131巷3號7樓之1,劉淑美,本市,營運中,否,新北府民殯字第1063683050號,106年06月05日
佑上福禮儀有限公司,66887612,0932945500,新北市板橋區四川路2段237號4樓之4,高展進,本市,營運中,否,新北府民殯字第1063685270號,106年09月01日
"貴林禮儀服務社 ",72676684,02-26621344,新北市深坑區北深路3段122號4樓,高炳壯,本市,營運中,否,新北府民殯字第1063685528號,106年09月27日
翔壹禮儀社,72671999,0926532516,新北市中和區南山路127巷8弄23號,張富翔,本市,營運中,否,新北府民殯字第1063685528號,106年09月06日
"福佑生命禮儀社 ",72676896,02-24978122,新北市瑞芳區三爪子坑路47巷2弄4號,"陳明宗 ",本市,營運中,否,新北府民殯字第1063686200號,106年09月27日
菩賢生命禮儀社,72686846,"0956636322 ",新北市中和區安平路18巷8號,林季頤,本市,營運中,否,新北府民殯字第1063687897號,106年11月21日
慧珊生命事業有限公司,68401707,0933037936,新北市中和區國光街109巷2弄9之3號,呂佩玲,本市,營運中,否,新北府民殯字第1063687708號,106年11月21日
"佛乘人生圓滿服務有限公司 ",68671286,0983049753,"新北市土城區延和路125巷47號5樓 ",林美華,本市,營運中,否,新北府民殯字第1063688218號,106年12月11日
祥辰生命禮儀有限公司,68862308,02-25232623,新北市汐止區長江街61號1樓,李逢祥,本市,營運中,否,新北府民殯字第1063688721號,106年12月22日
松宇生命事業有限公司,68992689,0909882288,新北市板橋區長江路1段156巷9弄17號1樓,曾秉逸,本市,營運中,否,新北府民殯字第1063688432號,106年12月14日
懷恩園禮儀企業社,72692381,0933048567,新北市板橋區懷德街191巷20之3號4樓,李國華,本市,營運中,否,新北府民殯字第1063687896號,106年11月20日
蓮陞禮儀有限公司,69261042,0936999501,新北市板橋區新海路436之1號(2樓),莊宥程,本市,營運中,否,新北府民殯字第1063689543號,107年01月12日
長合國際禮儀有限公司,68330062,0935625518,新北市土城區金城路3段164號9樓之2,周美紅,本市,營運中,否,新北府民殯字第1063687633號,106年11月20日
"鼎恩禮儀有限公司 ",69264337,0933891581,新北市板橋區長江路1段12號,"呂古萍 ",本市,營運中,否,新北府民殯字第1063689629號,107年01月17日
佑璽生命禮儀有限公司,69315217,0915687696,新北市板橋區新海路460號4樓,姚詠倢,本市,營運中,否,新北市民殯字第1063689542號,107年01月12日
展續生命禮儀企業社,72865995,0921075375,新北市深坑區埔新街28之1號11樓,花初耀,本市,營運中,否,新北府民殯字第1073680440號,107年03月08日
祤華生命禮儀有限公司,69322940,0926450239,新北市板橋區四維路259巷65號1樓,徐雅君,本市,營運中,否,新北府民殯字第1073680123號,107年02月13日
紹耘葬儀社,72868613,0986899700,新北市中和區大仁街20巷50號1樓,魏嘉宏,本市,營運中,否,新北府民殯字第1073680725號,107年03月08日
寶誠人文企業社,82085977,0977421439,新北市新莊區四維路212巷9弄27號,蕭國威,本市,營運中,否,新北府民殯字第1073682173號,107年05月04日
山祐股份有限公司,66805513,02-22546333,新北市板橋區長江路1段9號,陳建豪,本市,營運中,否,新北府民殯字第1063689598號,107年01月16日
安佳生命禮儀有限公司,42727454,02-22606000,新北市板橋區永翠路78號8樓,古舜鑫,本市,營運中,否,新北府民殯字第1073682684號,107年05月04日
義錄禮儀社,82117582,02-22571696,新北市板橋區長江路1段3之2號,翁建松,本市,營運中,否,新北府民殯字第1073684296號,107年06月22日
薪傳生命事業有限公司,42737621,0933211998,新北市板橋區中正路307號5樓,蔡榮華,本市,營運中,否,新北府民殯字第1073684956號,107年07月06日
天享生命禮儀有限公司,42738038,02-25232623,新北市永和區永利路107號1樓,吳政霖,本市,營運中,否,新北府民殯字第1073684441號,107年07月16日
恩慧生命事業有限公司,42735285,0923975997,新北市新莊區新北大道7段331號9樓,陳藝珊,本市,營運中,否,新北府民殯字第1073683826號,107年06月22日
泓華生命禮儀有限公司,68155304,0958953818,新北市汐止區青山路31號,徐晨芯,本市,營運中,否,新北府民殯字第1063689577號,107年01月12日
天恒生命禮儀社,82085322,02-29766823,新北市三重區文化北路226巷2號,蔡恒指,本市,營運中,否,新北府民殯字第1073681726號,107年05月03日
慈歆生命禮儀有限公司,69298527,0931065592,新北市板橋區互助街61之2號,鄭琇雯,本市,營運中,否,新北府民殯字第1063690047號,107年01月31日
靈寶生命禮儀社,82130282,0956194665,"新北市板橋區英士路11號(1樓) ",古明豐,本市,營運中,否,新北府民殯字第1073685515號,107年08月13日
辰芯生命禮儀有限公司,50842148,0910213553,新北市新莊區中港1街33之2號,吳韋辰,本市,營運中,否,新北府民殯字第1073685406號,107年08月02日
全鴻禮儀有限公司,50852911,0915507177,新北市新莊區民安西路58號4樓,蔡孟汝,本市,營運中,否,新北府民殯字第1073687304號,107年09月25日
紫園禮儀社,82135168,02-29217768,新北市板橋區僑中1街118號5樓,童麗蓉,本市,營運中,否,新北府民殯字第1073687210號,107年09月21日
尚展生命禮儀有限公司,50852068,0960739210,新北市樹林區中山路3段175號8樓之4,賴銘展,本市,營運中,否,新北府民殯字第1073686385號,107年08月30日
如苑生命禮儀有限公司,50967322,0917027888,新北市中和區連城路583巷3號,吳苑詮,本市,營運中,否,新北府民殯字第1073687085號,107年09月25日
致真生命美學有限公司,50967863,02-22590068,新北市板橋區龍泉街54巷7弄14號,呂威翰,本市,營運中,否,新北府民殯字第1073687757號,107年10月12日
慈芯國際有限公司,50855852,0955265423,新北市板橋區大觀路3段160巷25弄3號5樓,陳香年,本市,營運中,否,新北府民殯字第1073686384號,107年08月30日
信福禮儀社,82138637,02-29097739,新北市泰山區泰林路2段361號,許哲豪,本市,營運中,否,新北府民殯字第1073687588號,107年09月28日
長榮國際禮儀有限公司,50854848,02-22546250,新北市板橋區新海路430巷1號,吳宛珊,本市,營運中,否,新北府民殯字第1073687318號,107年09月25日
齊逸禮儀事業有限公司,50979262,0925905968,新北市永和區民治街78號,劉瑜婷,本市,營運中,否,新北府民殯字第1073689534號,107年12月03日
騰雲生命事業有限公司,50854565,02-22565899,新北市板橋區新海路432之2號,陳玠廷,本市,營運中,否,新北府民殯字第1073689088號,107年12月04日
心善家園禮儀社,82153778,0933843751,新北市板橋區文化路1段421巷11弄9號3樓,林鳳梅,本市,營運中,否,新北府民殯字第1073690451號,107年12月28日
翔譽禮儀有限公司,50857113,0908979667(負責人曹先生),新北市中和區景平路81號,徐兆平,本市,營運中,否,新北府民殯字第1073684609號,107年07月09日
善苑生命禮儀社,82299730,0979248162 ,新北市萬里區大鵬里萬里加投135巷2號,黃婉婷,本市,營運中,否,新北府民殯字第1073690339號,108年01月11日
賀熙生命禮儀企業社,82306731,0980160336,新北市汐止區連興街133巷1號3樓,蕭雨寒,本市,營運中,否,新北府民殯字第1084530180號,108年02月27日
茂豐禮儀有限公司,68792009,0975702529,新北市蘆洲區正和街76號4樓之3,"孫顗智 ",本市,營運中,否,新北府民殯字第1063688415號,106年12月18日
興龍人本禮儀社,82137623,0903638170,新北市淡水區中山北路1段184巷2之1號,李國瑋,本市,營運中,否,新北府民殯字第1073687714號,107年08月09日
凌昭禮儀有限公司,24637570,0926520857,新北市板橋區館前西路6號13樓之9,簡明慧,本市,營運中,否,新北府民殯字第1084531093號,108年03月05日
念祖生命禮儀有限公司,50995312,0921602168,新北市汐止區茄興街20巷1弄11號2樓,詹朝富,本市,營運中,否,新北府民殯字第1084530567號,108年02月27日
寶隨願境有限公司,50998887,02-29731615,新北市板橋區長江路1段12號,楊博文,本市,營運中,否,新北府民殯字第1084531672號,108年03月26日
琉珊人本有限公司,27369719,0937514444,新北市淡水區鄧公路30之9號10樓,劉堃珉,本市,營運中,否,新北府民殯字第1084531538號,108年03月29日
天恩緣生命禮儀有限公司,82853033,0982004846,新北市板橋區四川路1段23號9樓之1,陳柏豪,本市,營運中,否,新北府民殯字第1084532775號,108年04月17日
聖緣禮儀有限公司,82853337,0985821765,新北市三重區三和路2段208號11樓之10,王明宏,本市,營運中,否,新北府民殯字第1084532586號,108年04月22日
博愛生命禮儀社,85133895,0955855622,新北市板橋區新海路422之2號(3樓),陳思宗,本市,營運中,否,新北府民殯字第1084532429號,108年04月26日
新建信鮮花店,74923958,0910067619,新北市蘆洲區民權路68巷11號1樓,張金龍,本市,營運中,否,新北府民殯字第1084532690號,108年05月03日
蕙安企業社,85138316,0935501693,新北市土城區大安路16巷10號,蘇靖斐,本市,營運中,否,新北府民殯字第1084533488號,108年05月16日
緣承禮儀有限公司,82891091,0932311123(王先生),新北市汐止區湖興里伯爵街14巷22號2樓,王文忠,本市,營運中,否,新北府民殯字第1084533414號,108年05月21日
懷恩慈暉禮儀股份有限公司,13183973,0933890396,新北市三芝區圓山里石曹子坑32之1號,林敬吾,本市,營運中,否,新北府民殯字第1084532996號,108年05月28日
天怡蓮心社,26633212,0918279670,新北市板橋區民族路247巷14號1樓,謝坤沛,本市,營運中,否,新北府民殯字第1084533268號,108年05月27日
宏茂生命禮儀有限公司,82892578,0933215954,新北市中和區連城路263巷18弄16號2樓,王銘春,本市,營運中,否,新北府民殯字第1084533712號,108年06月04日
善興緣生命禮儀有限公司,82913095,0936863042,新北市永和區秀和里國中路30號,孫泊榮,本市,營運中,否,新北府民殯字第1084533729號,108年06月04日
辰恩生命美學有限公司,82899404,0932281946,新北市板橋區新海路403巷5之3號,黃美惠,本市,營運中,否,新北府民殯字第1084533269號,108年06月05日
薏心企業社,"41389526  ",0932139314,新北市蘆洲區永樂街38巷45弄2號5樓,蘇文義,本市,營運中,否,新北府民殯字第1073690443號,108年01月09日
勝富企業社,41081266,0932328171,新北市板橋區新海路413號(1樓),鄭連清,本市,營運中,否,新北府民殯字第1084536063號,108年07月24日
辰信人生事業有限公司,85075749,0955001969,新北市三峽區民生街1巷5之115號11樓,葉佐倫,本市,營運中,否,新北府民殯字第1084538549號,108年10月28日
源德國際企業社,85176845,0913999215,新北市土城區青雲路483巷11弄8號,劉興財,本市,營運中,否,新北府民殯字第1084539057號,108年11月01日
展宏禮儀社,85177871,0915890318,新北市板橋區龍泉街108巷58號4樓,林雅畇,本市,營運中,否,新北府民殯字第1084539150號,108年11月12日
永鑫殯儀服務有限公司,80313258,02-23023505,新北市樹林區四德街7巷3號1樓,邱明福,本市,營運中,否,北府民殯字第0940120109號,94年03月17日
昭揚事業有限公司,83465594,0913910882,新北市板橋區三民路2段正泰2巷13號3樓,江豐任,本市,營運中,否,新北府民殯字第1084541254號,109年01月07日
普慶人本企業社,"87309960 ",0919888002,新北市蘆洲區永樂街38巷45弄34號7樓,陳世宏,本市,營運中,否,新北府民殯字第1095111021號,109年03月24日
華石有限公司,83503372,無,新北市板橋區新海路434號2樓,林衣石,本市,營運中,否,新北府民殯字第1084541982號,109年01月21日
永序生命有限公司,42726737,無,新北市三芝區淡金路2段73號3樓之2,江家榮,本市,營運中,否,新北府民殯字第1073683084號,107年05月21日
元阿典生命禮儀有限公司,83488392,0968319809,新北市永和區民治街77號3樓,丁于珺,本市,營運中,否,新北府民殯字第1095110709號,109年03月24日
天恩國際禮儀有限公司,83488484,0968625596,新北市土城區中華路一段255號1樓,丁俞丹,本市,營運中,否,新北府民殯字第1095111902號,109年03月30日
清明生命禮儀社,87317835,0936518682,新北市板橋區中正路325巷3弄1之3號,黃承明,本市,營運中,否,新北府民殯字第1095111732號,109年04月15日
圓恆一心社,87315359,0956969825,新北市板橋區新海路427之1號,蔡耀仁,本市,營運中,否,新北府民殯字第1095112577號,109年04月17日
芃瑋生命禮儀有限公司,83740065,0930300418,"新北市板橋區校前街26號1樓  ",陳朋君,本市,營運中,否,新北府民殯字第1095113443號,109年04月30日
仁泰生命禮儀社,87318588,0916711435,新北市板橋區新海路431巷7號,蔡和修,本市,營運中,否,新北府民殯字第1095112856號,109年05月01日
福澤生命事業,"85433387 ",0939272510,新北市中和區民德路212號4樓,陳逸陞,本市,營運中,否,新北府民殯字第1095114354號,109年06月24日
十方金寶園禮儀有限公司,83483072,0915790706,新北市五股區五福路22巷16號4樓,"張盛猦 ",本市,營運中,否,新北府民殯字第1095115154號,109年07月03日
冠育禮儀有限公司,83175292,無,新北市板橋區信義路150巷17-1號2樓,潘俊宏,本市,營運中,否,新北府民殯字第1095115271號,109年07月03日
仕德禮儀社,85440388,0988922727,新北市永和區民樂街27號3樓,邱均薇,本市,營運中,否,新北府民殯字第1095115832號,109年07月21日
仁界生命禮儀社,85445953,02-29654361,新北市板橋區龍泉街82巷6號1樓,陳君惠,本市,營運中,否,新北府民殯字第1095116458號,109年07月31日
金華生命事業有限公司,83124029,"0937040006(負責人 陳先生)",新北市樹林區三德街30巷16弄35號,黃美琴,本市,營運中,否,新北府民殯字第1095117067號,109年08月19日
承軒生命禮儀有限公司,83116386,0952630680,新北市樹林區佳園路3段482號11樓,陳俊良,本市,營運中,否,新北府民殯字第1095117387號,109年09月04日
小樹人文生命有限公司,83161179,0926967888,新北市板橋區三民路2段28號9樓,劉佳韋,本市,營運中,否,新北府民殯字第1095118135號,109年09月29日
南山生命事業,87464358,0981897068,新北市淡水區民族路65巷70號9樓,陳芳芸,本市,營運中,否,新北府民殯字第1095118375號,109年10月08日
天御生命禮儀有限公司,83053312,0918919758,新北市中和區景新街338號12樓,蘇冠諭,本市,營運中,否,新北府民殯字第1095119029號,109年10月16日
宏珝生命禮儀有限公司,83093047,0938580188,新北市蘆洲區長樂路56巷10號4樓,陳紀璿,本市,營運中,否,新北府民殯字第1095119507號,109年10月27日
成安生命禮儀玉石有限公司,83099274,0928914653,新北市泰山區明志路1段320之7號3樓,謝翰瑋,本市,營運中,否,新北府民殯字第1095118810號,109年10月27日
尚御生命禮儀社,87474145,0939088870,新北市三芝區淡金路二段71號3樓之2,江家榮,本市,營運中,否,新北府民殯字第1095119178號,109年11月06日
鴻銘生命事業,87482383,0911580555,新北市板橋區仁愛路62巷14弄12號5樓,呂秉穎,本市,營運中,否,新北府民殯字第1095120431號,109年12月03日
龍育禮儀有限公司,91121952,0966591503,新北市新莊區思源路177巷20號3樓,蘇育民,本市,營運中,否,新北府民殯字第1095120253號,109年12月10日
宏界生命禮儀有限公司,83307815,0912496504,新北市板橋區長江路1段42號,楊惟絜,本市,營運中,否,新北府民殯字第1095121261號,109年12月11日
